angDist,GaiaDR3,TIC,ra,dec,Tmag,Gmag,OID,RAJ2000,DEJ2000,Name,V,Type,l_max,max,u_max,n_max,f_min,l_min,min,u_min,n_min,Epoch,u_Epoch,l_Period,Period,u_Period,Sp,n_OID
0.165447,5882370582881106688,279404964,235.48589819727,-58.05079448569,11.019,11.2862,446688,235.48592,-58.05075,GDS_J1541566-580302,0,VAR,,11.34,,r,Y,,0.14,,r,,,,,,OB,B
0.166471,5350358069101053184,458859554,161.1970422265122,-59.731453450894826,8.538,8.69438,6325,161.19713,-59.73144,V0572 Car,0,EA,,8.66,,V,,,9.07,,V,2451955.69,,,2.15286,,O7V + O8V,B
0.166493,5932790681407876864,430011054,241.82624302791,-54.19743055219,8.498,9.00495,447448,241.82632,-54.19742,GDS_J1607183-541150,0,VAR,,9.07,,r,Y,,0.1,,r,,,,,,B0.5Iab:,B
0.166951,6071233695124155264,376749374,180.99947115661777,-58.72249480172472,9.131,9.04999,225517,180.99956,-58.72249,HD 104795,0,BCEP,,9.09,,V,Y,,0.011,,V,,,,0.160458,,B2III,B
0.167857,5927966294899955072,221166411,247.1796455341456,-57.905175989070464,8.833,8.75341,5905287,247.17966,-57.90513,Gaia DR3 5927966294899955072,0,ACV|roAm|roAp|SXARI,,8.71,,G,,,8.77,,G,,,,,,B,
0.168079,5350357313186767104,458856474,161.1405133328893,-59.73760758059634,5.666,7.6492,6313,161.14058,-59.73764,V0560 Car,0,ELL,,7.74,,V,,,7.76,,V,2453837.7,,,6.0803,,O3V+O8V,B
0.16839,5862704408618280704,436077712,193.3278536561,-64.02333427508,10.456,11.1363,144491,193.32796,-64.02333,FL Cru,0,BCEP,,11.6,,V,Y,,0.14,,V,2450558.844,,,0.212974,,B,B
0.168837,4146025187503963520,108882149,273.23394436091843,-15.192381884436708,8.081,8.116,413936,273.23398,-15.19235,ASAS J181256-1511.5,0,MISC,,7.82,,Ic,Y,,0.398,,Ic,2453883.8,,,663.0,,B0.5III,B
0.170129,5939479800887371392,44837913,251.07366922367,-48.31349305999,10.757,11.2646,450862,251.07372,-48.31346,GDS_J1644176-481848,0,VAR,,11.36,,r,Y,,0.1,,r,,,,,,em,B
0.170745,5359948627974478336,120859681,164.34880747892873,-51.827664486038046,8.889,8.81043,4638302,164.34888,-51.82768,Gaia DR3 5359948627974478336,0,BCEP,,8.79,,G,,,8.83,,G,,,,,,B,
0.174514,5798335012174624640,360371656,217.4126511157928,-70.12230492134447,10.117,10.0847,5344875,217.41275,-70.12227,Gaia DR3 5798335012174624640,0,BCEP,,10.03,,G,,,10.12,,G,,,,0.212889,,B,
0.175534,5862358440397867904,439168784,195.58435169273,-63.47318386401,10.854,11.1565,144492,195.58446,-63.47319,V1259 Cen,0,BCEP,,11.3,,V,,,11.5,,V,2450558.996,,,0.189127,,B,B
0.176191,429772986203296128,83138543,2.57713056343,62.07284105865,10.107,10.5519,629219,2.57713,62.07289,WISE J001018.5+620422,0,EB,,10.68,,V,,,10.83,,V,2458719.096,,,6.107295,,,B
0.176526,5940521759992681472,25438885,248.84969431216,-49.24504607818,9.855,10.7429,449479,248.84972,-49.245,GDS_J1635239-491442,0,VAR,,10.81,,r,Y,,0.12,,r,,,,,,,B
0.176854,181174781544714880,2779013,80.68332521274716,33.44073201989605,10.084,10.2024,40572,80.68338,33.44075,NSV 1948,1,,,10.26,,V,,,10.31,,V,,,,,,O7.5V(n)z,B
0.177135,6054105949678717056,381747495,182.62541395042,-64.10087870233,8.836,9.02706,57703,182.62543,-64.10083,NSV 19268,1,,,9.13,,V,,,,,,,,,,,B2IVne,B
0.177657,5253795384552296448,460532362,158.01836868114,-61.78261610281,8.013,14.1911,5791,158.01846,-61.78264,UY Car,0,DCEP,,8.54,,V,,,9.33,,V,2434890.645,,,5.543726,,G,B
0.177776,6071508298145817344,390393750,184.4045737001659,-58.16456085884421,8.634,8.6944,10824,184.40466,-58.16458,AB Cru,0,EA/DM,,8.56,,B,,,9.2,,B,2429235.019,,,3.4132987,,O8Vne,B
0.17791,1825545960523927680,375539091,294.17101704389,19.91974150014,10.298,10.7291,116177,294.17105,19.91978,ASAS J193641+1955.2,0,MISC,,11.04,,V,Y,,0.15,,V,2453545.1,,,295.021881,,,B
0.178067,5329622722896579584,29051482,132.68475283443,-46.63635261295,9.025,9.50136,427431,132.6848,-46.63639,GDS_J0850443-463811,0,VAR,,9.55,,r,Y,,0.07,,r,,,,,,A0II,B
0.178628,5339743173362354048,451255923,170.92304305313,-57.84269071445,9.909,9.96707,434427,170.9231,-57.84273,GDS_J1123415-575033,0,VAR,,10.09,,r,Y,,0.13,,r,,,,,,,B
0.178959,5258591110652257152,463241893,153.33866596137554,-58.362977021482806,8.138,8.29298,43414,153.33875,-58.363,NSV 4790,0,VAR,,8.4,,V,,,8.43,,V,,,,,,B0.5Iab,B
0.180437,5351448750272913664,458076374,158.95082755114157,-58.20920818265427,9.342,9.23643,6158,158.95088,-58.20925,V0405 Car,0,BCEP,,9.29,,V,Y,,0.01,,B,,,,0.152,,B1V,B
0.180568,5405553621532892800,446047505,147.40596902025615,-51.87248560179172,8.95,9.00803,4116381,147.40604,-51.87251,Gaia DR3 5405553621532892800,0,BCEP,,9.0,,G,,,9.04,,G,,,,,,B,
0.181472,5939393351781339264,246152934,252.65069088096416,-47.64422221910792,9.498,9.85837,451866,252.65065,-47.64418,GDS_J1650361-473839,0,VAR,,9.91,,r,Y,,0.09,,r,,,,,,B2IV,B
0.182523,2017646447396900096,370789328,292.52820989275,20.01572015856,9.88,10.2905,2213266,292.5282,20.01577,KELT KC11C003296,3,EA,,10.52,,V,Y,,0.005,,V,2456867.783,,,1.544895,,,
0.183903,6057587999922160256,383075869,183.63009164359104,-61.90179774095151,7.719,8.31681,57753,183.6302,-61.9018,NSV 19318,0,VAR,,8.63,,V,Y,,0.019,,V,,,,2.87043,,B3Ia,B
0.184968,1963714268134133120,351331453,321.44597546549136,36.66734285465202,6.007,5.8757,13077,321.44595,36.66739,V2157 Cyg,0,ACYG:,,5.87,,Hp,,,5.92,,Hp,,,,3.04822,,B0Ib,B
0.185011,4587447357614092416,322276882,278.47844882719,29.46430317488,9.65,9.61235,7055898,278.47849,29.46434,Gaia DR3 4587447357614092416,0,BCEP,,9.59,,G,,,9.64,,G,,,,,,B,
0.185835,5869601645057487616,443136657,198.7916226634658,-60.966880813521975,8.986,9.48872,8256,198.79172,-60.96686,V0959 Cen,0,GCAS,,9.4,,V,,,9.88,,V,,,,,,B1IIIne,B
0.187462,5351710915065605120,464631821,156.7457499555205,-57.67575034055617,8.408,8.64398,6101,156.74583,-57.67578,V0348 Car,0,EB,,8.55,,V,,,8.93,,V,2452741.646,,,5.562168,,B1III+B,B
0.190559,5547432677822189056,145078235,122.23254319105554,-33.24635130696511,7.574,7.59394,56183,122.2325,-33.24639,NSV 17748,1,,,7.67,,Hp,,,7.76,,Hp,,,,,,B2III/IV,B
0.191086,5545661742541131008,144356247,121.19786135266,-35.0546973599,9.335,9.68923,85741,121.19792,-35.05472,ASAS J080447-3503.3,0,MISC,,9.79,,V,Y,,0.12,,V,2456258.5,,,699.0,,B0/1,B
0.191728,1832834691806331008,436240475,306.68523056721,26.2187874188,9.007,9.12484,7743515,306.68524,26.21884,Gaia DR3 1832834691806331008,0,BCEP,,9.12,,G,,,9.14,,G,,,,0.1534503,,B,
0.192595,5258873410251124608,462636537,151.8277434660037,-57.5782664578925,7.96,9.3629,90894,151.82784,-57.57828,ASAS J100719-5734.7,0,ELL,,9.45,,V,,,9.6,,V,2453091.84,,,3.75806,,B0V,B
0.193398,5878144850391127296,291946183,220.9479619237277,-60.212668164002935,9.257,10.6042,443705,220.94807,-60.21267,GDS_J1443475-601245,0,VAR,,10.66,,r,Y,,0.11,,r,,,,,,O9.5e,B
0.196526,5975286256001980416,155286121,260.2108861220914,-35.86279041998836,8.929,9.65838,306614,260.21082,-35.86278,HD 319702,0,EA,,10.12,,V,Y,,0.1,,V,2455688.3448,,,2.005,,O9,B
0.197458,5859173945562774272,443528451,199.52851403416,-63.68712913216,7.098,7.53163,8326,199.52863,-63.68711,V1029 Cen,0,ACYG,,7.86,,Hp,,,7.95,,Hp,,,,5.11771,,B1Iae,B
0.19958,2057763847071953792,16187387,307.4489912964549,36.98033661232101,7.57,7.65957,63598,307.44901,36.98039,NSV 25163,0,BE,,7.69,,V,,,7.82,,V,,,,,,B0IVpe,B
0.201248,5228520738931454976,400902778,167.43832902462,-70.36772418014,8.966,8.84065,57115,167.43832,-70.36778,NSV 18680,1,VAR:,,8.88,:,V,Y,,0.05,,V,,,,,,B1III,B
0.202196,5351448715913147904,458076489,158.955424483856,-58.22426643420939,6.491,6.45862,56889,158.95551,-58.2243,NSV 18454,0,VAR,,6.52,,V,Y,,0.012,,V,,,,3.9302,,B0Ia,B
0.202872,2202908933956759808,469857617,330.10496194008,59.69173970241,11.476,11.8699,8486,330.10504,59.69178,DL Cep,0,EB/DM,,12.4,,pg,,,13.2,,pg,2456497.849,,,1.630486,,OB-e:,B
0.203536,5423689035021486848,75893489,139.68596812296,-45.12020691235,9.678,9.84857,428234,139.68602,-45.12025,GDS_J0918446-450712,0,VAR,,9.89,,r,Y,,0.08,,r,,,,,,,B
0.205882,4220013936233389184,71020206,301.60890707456,-6.54741291528,11.612,11.409,7653045,301.60886,-6.54738,Gaia DR3 4220013936233389184,0,BCEP,,11.35,,G,,,11.45,,G,,,,,,B,
0.207995,5529029223988702976,181003751,130.28324041538,-38.96909110305,10.207,10.845,426639,130.28328,-38.96914,GDS_J0841079-385808,0,VAR,,10.85,,r,Y,,0.15,,r,,,,,,,B
0.209517,5525970966757975808,53298246,126.23242154925848,-44.30081467729422,7.87,8.09144,56318,126.2325,-44.30083,NSV 17883,1,VAR:,,8.27,:,V,,,,,,,,,,,OB+,B
0.212699,4104563115085215232,432853210,277.9152320848957,-13.80205266687537,9.657,9.73409,456241,277.91519,-13.80201,GDS_J1831396-134807,0,VAR,,9.85,,r,Y,,0.08,,r,,,,,,B2III,B
0.214001,201222280134342144,285243475,78.291595316,41.99052345717,10.264,11.063,3923,78.29162,41.99058,ER Aur,0,DCEP,,11.17,,V,,,11.8,,V,2443861.3,,,15.69073,,,B
0.214314,4518972762747971584,345466405,284.67247408904745,20.623142360892125,6.72,6.6948,305680,284.67249,20.6232,HIP 93171,0,VAR,,6.74,,V,Y,,0.005,,V,,,,7.25742,,B2IV,B
0.214642,5996029848549395840,58830498,239.4549045211219,-40.99722335521462,8.446,8.53264,225563,239.45497,-40.99719,HD 142754,0,BCEP,,8.6,,V,Y,,0.014,,V,,,,0.117493,,B2III,B
0.215732,5831781086422931200,221451009,248.15869854584,-59.08944378136915,10.279,10.1874,46407,248.15875,-59.08939,NSV 7783,1,,,10.3,,V,,,,,,,,,,,B2,B
0.218865,5351447032285937664,458076652,158.97343952899308,-58.24660999240357,9.187,9.17799,6131,158.97354,-58.24664,V0378 Car,0,BCEP,,9.22,,V,Y,,0.015,,V,,,,0.16,,B0.5III,B
0.220732,5330668461522426496,447970564,136.02719599941196,-45.67674225889207,9.408,9.87642,427929,136.02728,-45.67676,GDS_J0904065-454036,0,VAR,,9.87,,r,Y,,0.19,,r,,,,,,O9,B
0.222201,4037880488019913344,330957772,272.34374202421134,-36.67256138999556,6.585,6.50694,62716,272.34375,-36.6725,NSV 24281,1,,,6.52,,Hp,,,6.56,,Hp,,,,,,B1/2Ib,B
0.22225,4275729179715022976,338426149,272.60702834955,0.79639336167,8.983,9.3115,109430,272.60709,0.79639,ASAS J181025+0047.7,0,EA,,9.37,,V,Y,,0.18,,V,2454808.146,,,3.18867,,B3/5II/III,B
0.224494,5962002815555171968,202445608,262.09065868532,-38.69667916682,8.137,8.22788,47344,262.09058,-38.69669,V1304 Sco,0,EA/KE,,8.28,,V,,,8.58,,V,2452685.89,,,3.36824,,B3Vn,B
0.224987,5966551288967683328,340414649,253.76964858702,-41.41678539352,8.94,10.3184,451623,253.76961,-41.41673,GDS_J1655047-412500,0,VAR,,10.26,,i,Y,,0.07,,i,,,,,,,B
0.225316,5940937031760093184,31035500,249.25044181057,-48.54164613317,10.702,11.1587,450750,249.2504,-48.54159,GDS_J1637001-483229,0,VAR,,11.25,,r,Y,,0.1,,r,,,,,,O9:,B
0.227773,5973934131582065152,463393967,259.13480263882,-36.4068282315,8.717,10.7865,453028,259.13474,-36.40679,GDS_J1716323-362424,0,VAR,,10.87,,r,Y,,0.2,,r,,,,,,OB,B
0.230916,4106141154778750464,414106069,282.50163808032,-11.16515653363,9.83,9.92506,50005,282.50159,-11.1652,V0495 Sct,0,EA,,9.78,,V,,,10.81,,V,2452922.518,,,2.63743,,B8,B
0.232786,6057370777658751872,379342063,181.14945987926487,-62.90377919080345,8.262,8.5493,463697,181.14957,-62.90382,GDS_J1204359-625413,0,VAR,,8.54,,i,Y,,0.12,,i,,,,,,B1Iab,B
0.233516,4256681446460882176,46575918,280.08835292269,-4.92021596089,11.133,11.5389,457191,280.08832,-4.92016,GDS_J1840211-045512,0,VAR,,11.53,,r,Y,,0.2,,r,,,,,,Be,B
0.236583,4252991859061693184,203643419,280.35886293394,-6.62873699662,10.118,10.8061,457487,280.35883,-6.62868,GDS_J1841261-063743,0,VAR,,10.81,,r,Y,,0.12,,r,,,,,,,B
0.238753,2068658770354456320,11793277,304.1741048617636,41.9626978712552,10.35,10.7598,12107,304.17416,41.96275,V1187 Cyg,0,EA/DM,,10.75,,V,,,11.11,,V,2438634.5462,,,1.5070018,,OB,B
0.245776,4152389195128221696,332430151,275.98058659053,-13.55912042871,10.016,10.3138,454055,275.98053,-13.55908,GDS_J1823553-133332,0,VAR,,10.37,,r,Y,,0.11,,r,,,,,,OB-,B
0.247527,5350303024796002304,391527871,161.59177506066894,-60.02191118521123,7.401,9.01472,432982,161.5919,-60.02194,GDS_J1046226-600119,0,VAR,,9.16,,r,Y,,0.1,,r,,,,,,B0/1V,B
0.247843,5866012220623156992,325598370,209.78145949662115,-62.90405308885455,8.934,10.4193,545464,209.78152,-62.90399,GDS_J1359075-625414,0,VAR,,10.52,,r,Y,,0.16,,r,,,,,,em,B
0.251906,2031558258788843648,216976987,295.5332458002507,28.99597167517434,8.958,8.9053,359198,295.53329,28.99603,GSC 02151-04948,0,E,,,,,,,,,,2456167.3977,,,,,B2IV,B
0.252495,6057426612238860800,379012185,180.7435475998988,-62.672004922832514,6.537,8.0379,44059,180.7437,-62.672,EK Cru,0,EB,,8.09,,V,,,8.18,,V,2452861.524,,,4.747,,O9.5V,B
0.253042,5933776187446651392,4030832,246.1889457133877,-53.46432922176785,9.108,9.01456,225569,246.18903,-53.46428,HD 147421,0,BCEP,,9.02,,V,Y,,0.054,,V,,,,0.1867509,,B0II,B
0.253417,5964300519946386944,246047409,252.4109271247,-44.52811741754,10.547,10.9923,103763,252.41087,-44.52806,V1363 Sco,0,BCEP,,11.2,,V,,,11.3,,V,2451931.299,,,0.1775968,,B2,B
0.259536,3423446830245966336,45285604,92.13382103694056,21.61089109127225,10.403,10.8418,620844,92.13375,21.61092,EPIC 202061225,0,VAR,,11.0,,Kp,Y,,0.001,,Kp,,,,1.96219,,,B
0.259885,2178385392251185280,421632297,324.86416966250755,57.48353780984839,7.973,8.22047,64163,324.86417,57.48361,NSV 25728,1,VAR:,,8.37,:,V,,,,,,,,,,,B0V,B
0.261441,5940720840274160768,24980984,248.52874880900123,-48.88137683569383,8.299,8.56073,357174,248.52866,-48.88142,[HHR2012] J163406.9-485253,0,VAR,,8.25,,i,Y,,0.07,,i,,,,,,B1Ib,B
0.264726,5933449082691195264,215511795,242.23060781479,-51.96196352268,9.013,9.30106,448222,242.23061,-51.96189,GDS_J1608553-515742,0,VAR,,9.32,,r,Y,,0.13,,r,,,,,,B1Vne,B
0.270549,5877226414641773568,402278535,220.23461123931563,-62.93329222663925,10.02,10.2499,443939,220.23473,-62.93324,GDS_J1440563-625559,0,VAR,,10.38,,r,Y,,0.23,,r,,,,,,em,B
0.270946,5593881404788208512,150222154,117.16059891131,-33.85011543778,10.147,10.8623,424192,117.16051,-33.85013,GDS_J0748385-335100,0,VAR,,10.91,,r,Y,,0.07,,r,,,,,,OB,B
0.271858,5934832229624307712,314529461,244.68219203072,-51.46607632119,8.791,9.66284,448382,244.68225,-51.46601,GDS_J1618437-512757,0,VAR,,9.78,,r,Y,,0.1,,r,,,,,,OB+,B
0.274925,5337709802751076608,466850173,167.04515367743,-60.24638604681,7.311,7.70883,57105,167.045,-60.24639,NSV 18670,1,VAR:,,7.86,,V,,,,,,,,,,,A0II,B
0.279512,5866873481814430976,330281456,211.8568014649435,-60.47060277754348,8.127,8.1111,58476,211.85667,-60.47056,NSV 20041,1,VAR:,,8.19,,V,,,,,,,,,,,O9.5IV(n),B
0.282589,5358976006863699456,446463792,155.90906112473,-49.46592491639,8.973,9.04683,4533096,155.90916,-49.46597,Gaia DR3 5358976006863699456,0,BCEP,,9.03,,G,,,9.07,,G,,,,,,B,
0.28286,1369896865785991424,188549171,237.99944689871,32.94842835277,10.991,10.7852,1545371,237.99954,32.94842,Q1996/077,0,VAR,,10.77,,V,,,10.85,,V,,,,1.12333,,O7p,
0.283458,2204369806948781056,411036508,328.47204244754573,62.60020318144863,7.924,7.89136,64223,328.47208,62.60028,NSV 25788,1,VAR:,,7.92,,V,,,,,,,,,,,B1V,B
0.29175,3222040558010296320,264631525,82.1886883673394,1.64394265240618,7.035,6.86377,54750,82.18875,1.64389,NSV 16315,1,,,6.81,,Hp,,,6.87,,Hp,,,,,,B3V:n,B
0.292811,5241775145481099904,466154310,165.21012409249195,-62.40950183326672,9.455,9.57214,57020,165.21001,-62.40944,NSV 18585,1,,,9.62,,V,,,,,,,,,,,O7,B
0.294852,5333324022662121344,321945301,175.73487687295705,-62.80675882147546,10.052,10.134,184455,175.73505,-62.80678,ASAS J114257-6248.4,0,EA,,10.185,,V,Y,,0.039,,V,2450558.8346,,,0.8921687,,O9V,B
0.298261,4251778414940672128,203496450,280.18143445376734,-8.256372732879182,10.076,10.5085,457952,280.18143,-8.25629,GDS_J1840435-081522,0,VAR,,10.54,,r,Y,,0.06,,r,,,,,,OB,B
0.306281,2020086263658488704,360061032,295.8109079072028,23.267038976899634,10.906,11.4671,237667,295.811,23.26703,V0487 Vul,0,EA,,10.764,,Ic,Y,,0.063,,Ic,2451422.45,:,,0.93,,B1V,B
0.313127,5334624676217002496,305104377,178.39136791134,-62.49104218122,9.52,9.47701,57429,178.39125,-62.49111,NSV 18994,1,VAR:,,9.54,,V,,,,,,,,,,,OB+,B
0.315974,5338298900474179968,465184136,162.7085144145431,-60.08496597026642,9.521,9.51706,433020,162.70869,-60.08496,GDS_J1050509-600505,0,VAR,,9.62,,r,Y,,0.14,,r,,,,,,B2/3III,B
0.320184,2198645573310089600,329992262,333.14160464395064,57.25803726746035,11.329,11.7479,300193,333.14151,57.25811,V0874 Cep,0,BCEP,,12.9,,R,Y,,0.03,,R,,,,0.20289,,B3:V,B
0.321927,5257431675649234816,469221047,148.74340410698116,-59.82963870079755,9.377,9.20518,56738,148.74333,-59.82972,NSV 18303,0,BCEP,,9.22,,V,,,,,,,,,0.2250778,,B2Ib,B
0.324583,5312242811328257920,298690098,143.15050539194,-52.70051878153,9.62,9.7987,429130,143.15065,-52.70054,GDS_J0932361-524201,0,VAR,,9.87,,r,Y,,0.14,,r,,,,,,Be,B
0.325153,511268444458093184,399354108,26.51258017367,61.44195209721,10.546,10.9383,161074,26.51242,61.442,GSC 04032-02795,0,EB,,11.14,,V,,,11.43,,V,2454100.65061,,,6.161,,,
0.329121,5969669744467277824,340406868,253.77822261395,-40.75358876802,9.74,9.65557,59277,253.77834,-40.75361,NSV 20842,1,VAR:,,9.75,,V,,,9.91,:,V,,,,,,B0V,B
0.33392,3051968614828175104,178431738,108.49282692866,-7.32774093294,9.124,9.07213,2212992,108.49292,-7.32775,KELT KJ06C005028,3,EA,,9.07,,V,Y,,0.005,,Ic,2457055.45,,,24.9285,,,
0.337801,4255878906070667392,58193352,284.24797893428,-2.68935306938,9.659,10.2821,460774,284.24792,-2.68928,GDS_J1856595-024121,0,VAR,,10.3,,r,Y,,0.15,,r,,,,,,OB,B
0.344236,3217651891708374784,427347825,83.5162239473111,-1.0357379953655217,6.428,6.20495,54786,83.51625,-1.03583,NSV 16351,1,,,6.22,,V,,,,,,,,,,,B2.5V,B
0.346192,5351448784632614656,458076392,158.91953343554542,-58.21228556917196,8.785,8.71336,6156,158.91971,-58.21231,V0403 Car,0,BCEP,,8.74,,V,Y,,0.033,,V,,,,0.250621,,B1III,B
0.365088,427213254414022656,284440238,9.9572459078879,60.95867162972605,9.682,9.90905,53580,9.95708,60.95861,NSV 15145,1,,,10.72,,V,,,,,,,,,,,O9IV,B
0.36594,5933857482599739392,216333517,245.54040804496088,-52.72656860823001,7.517,7.58715,59028,245.54042,-52.72667,NSV 20593,1,,,7.66,,V,Y,,0.2,,V,,,,,,B1Ia,B
0.372729,5831295999979910656,350355582,246.26086627588,-60.05899194044,9.659,9.91281,59044,246.26083,-60.05889,NSV 20609,1,,,9.79,,V,Y,,0.13,,V,,,,,,A0Iae,B
0.374074,5338522238768987008,305447083,165.91895345067172,-59.43306961479625,8.414,8.41728,57034,165.91875,-59.43306,NSV 18599,1,VAR:,,8.5,,V,,,,,,,,,,,O9.5V,B
0.381371,5863474788285584128,439670072,196.1500569343766,-61.67147711576969,9.087,9.45201,44702,196.15021,-61.6714,V1153 Cen,0,EA,,9.68,,V,,,10.22,,V,2453153.621,,,5.97872,,B0V,B
0.388331,3454627949218109952,116995588,86.18934953278,34.27136658062,10.429,10.6077,174651,86.18948,34.27137,NSVS 6989521,0,E,,10.942,,R1,Y,,0.533,,R1,2451580.68404,,,1.47603,,OB-e,B
0.394883,3131335693444047232,234840662,97.98132609650474,4.942859272641177,6.714,6.70315,55333,97.98125,4.94278,NSV 16898,0,VAR,,6.75,,V,Y,,0.008,,V,,,,,,O5V((f)),B
0.405554,4153657344390915200,114074205,274.51297327029505,-12.242874168993518,8.988,9.43869,62804,274.51291,-12.24278,NSV 24369,1,VAR:,,9.75,,V,,,,,,,,,,,O7(f),B
0.408557,2020526583713710848,451931441,296.47555161177,24.09636643466,7.067,7.56213,63314,296.47543,24.09639,NSV 24879,0,,,7.84,,V,,,7.92,,V,,,,,,B1Ia,B
0.418329,5863473757493410688,439665169,196.1535054096158,-61.71028811728199,7.269,7.88583,58021,196.15375,-61.71028,NSV 19586,1,VAR:,,8.19,,V,,,,,,,,,,,B1/2Ia/ab,B
0.424425,2018021277763530368,360029466,291.74530734850225,21.10633657119493,6.931,7.06374,50662,291.74542,21.10639,NSV 12038,1,,,7.1,,V,,,7.14,,V,,,,,,B5,B
0.434649,5972812973334855424,196873474,260.3158255886848,-37.985989314159255,8.464,9.27224,59965,260.31583,-37.98611,NSV 21530,0,EB,,9.5,,V,,,9.9,,V,2451942.8,,,5.206898,,OB+,B
0.438718,2179492944050949760,316783284,322.240635794926,58.73976807787967,7.156,7.70491,52372,322.24042,58.73972,NSV 13748,1,,,7.83,,V,,,8.0,,V,,,,,,B0,B
0.44827,458374891415941120,348231691,34.86444028296152,57.13823121956019,9.03,9.27732,53916,34.86458,57.13833,NSV 15481,1,,,9.39,,V,,,,,,,,,,,B0.5V,B
0.453774,5971998441402094080,463493659,259.22195964831417,-40.19841624227094,9.555,10.2007,59701,259.22208,-40.19833,NSV 21266,1,VAR:,,10.58,:,V,,,,,,,,,,,OB+,B
0.461213,465531750036366080,14039737,38.15115104370292,61.47377091979176,9.168,9.46215,53970,38.15125,61.47389,NSV 15535,1,VAR:,,9.58,,V,,,,,,,,,,,B2,B
0.461805,5875492519139336704,455463415,229.15284736296488,-60.90401332040738,6.011,5.76886,58717,229.15292,-60.90389,NSV 20282,1,VAR:,,5.73,,V,,,,,,,,,,,B1Ve,B
0.462101,2059075839349023104,89758076,301.49988803992755,35.76231068049866,8.731,8.82378,63441,301.5,35.76222,NSV 25006,1,,,8.4,,V,,,8.98,,V,,,,,,B1III,B
0.46903,5868506703267599360,449384490,200.0516168001828,-62.00623787064305,7.705,7.93234,58162,200.05167,-62.00611,NSV 19727,1,,,8.08,,V,Y,,0.11,,V,,,,,,B0.5Ia,B
0.4692,2028689907833389056,287391647,297.23236577798,28.80920189096,9.346,9.37473,63333,297.23251,28.80917,NSV 24898,1,VAR:,,9.4,,V,,,9.47,,V,,,,,,B2V,B
0.482431,5602033390154015744,128808726,118.40918564952511,-26.234036728577188,9.307,9.30614,56085,118.40917,-26.23417,NSV 17650,1,,,9.37,,V,,,,,,,,,,,O4V,B
0.490168,5350347520660979840,391051577,161.1227699085746,-59.955016634091706,6.764,8.38432,56935,161.1225,-59.955,NSV 18500,1,,,8.49,,V,Y,,0.015,,V,,,,,,O9II,B
0.494839,2061130105002594304,14207262,306.00539499054014,38.51374469806342,8.125,8.65574,63576,306.00543,38.51361,NSV 25141,1,,,8.88,,V,,,8.97,,V,,,,,,O9.5III,B
0.504875,3373411835636675328,45899911,93.09212839010428,18.01606899906238,9.572,9.65672,701158,93.092,18.016,EPIC 202060174,0,VAR,,9.8,,Kp,Y,,0.001,,Kp,,,,2.383698,,,
0.50877,465528726379402112,14039636,38.17723175878,61.45598869763,7.425,7.7713,53972,38.17708,61.45611,NSV 15537,1,,,7.95,,Hp,,,8.02,,Hp,,,,,,O5e,B
0.519322,2012889341577135872,470695242,357.1250850243524,61.98874861923557,8.081,8.45932,64582,357.125,61.98861,NSV 26147,1,,,8.65,,V,,,,,,,,,,,B1Ib,B
0.53015,5337307759445993088,466844157,167.02811445247,-60.82571729814,7.094,7.24375,57104,167.02792,-60.82583,NSV 18669,1,,,7.32,,V,Y,,0.02,,V,,,,,,B3III,B
0.531804,5877234901498723840,404098422,220.86716953816943,-62.96669464784156,6.467,6.3737,58600,220.86749,-62.96667,NSV 20165,1,,,6.33,,V,,,6.39,,V,,,,,,B3IV,B
0.533216,5350304227386859776,459027412,161.47374583153206,-59.951053713416414,9.264,11.1414,43592,161.47363,-59.95119,NSV 4968,2,,,10.8,,pg,,,,,,,,,,,O9.5V,B
0.539325,5862055898575387904,441163023,196.94355213754,-64.20261941858,9.529,9.78177,58038,196.94376,-64.2025,NSV 19603,1,,,9.98,,V,,,,,,,,,,,B0.5Iab,B
0.54273,421675529736368896,319918191,7.05012793566,56.39652309674,10.032,10.0369,53532,7.05,56.39639,NSV 15097,1,,,10.07,,V,,,,,,,,,,,B1/2Ve,B
0.550183,5351457202768029952,457804063,158.3010512679952,-58.170448772813344,8.139,8.18786,56877,158.30125,-58.17056,NSV 18442,1,CST:,,8.4,,V,,,,,,,,,,,O6V(f),B
0.570093,4153234788304295168,332594793,275.94435684503,-12.26652159891,10.06,10.7649,453887,275.94431,-12.26637,GDS_J1823466-121558,0,VAR,,10.83,,r,Y,,0.16,,r,,,,,,OB-,B
