angDist,GaiaDR3,TIC,ra,dec,Tmag,Gmag,OID,RAJ2000,DEJ2000,Name,V,Type,l_max,max,u_max,n_max,f_min,l_min,min,u_min,n_min,Epoch,u_Epoch,l_Period,Period,u_Period,Sp,n_OID
0.029592,5972812079986832128,196873483,260.371027551544,-37.99238799025824,10.056,10.6618,6364929,260.37103,-37.99238,Gaia DR3 5972812079986832128,0,BCEP,,10.63,,G,,,10.7,,G,,,,,,B,
0.029685,430886860201522176,428480895,7.812167465698708,63.35444396699037,9.248,9.49494,2592920,7.81218,63.35445,Gaia DR3 430886860201522176,0,DSCT|GDOR|SXPHE,,9.47,,G,,,9.52,,G,,,,1.42453,,B,
0.029769,463880111771794688,264998628,41.19785971223,57.6598217322,9.8,10.2879,2837749,41.19786,57.65983,Gaia DR3 463880111771794688,0,VAR,,10.27,,G,,,10.31,,G,,,,0.66391,,B,
0.029817,457109250450966016,347395564,32.91140265967,57.17986273565,10.104,10.2512,2787596,32.91141,57.17987,Gaia DR3 457109250450966016,0,BCEP,,10.23,,G,,,10.27,,G,,,,,,B,
0.029982,4662293897281149824,55743567,74.78777004145,-65.66770108189,9.229,9.76782,76796,74.78775,-65.6677,LMC V0471,0,SRD,,9.72,,V,,,10.1,,V,2443902.0,,,250.0,:,G0Ia,B
0.030118,4053706995793218688,106852011,264.8683465922643,-33.631557870239035,7.525,8.19882,9250487,264.86835,-33.63155,Gaia DR3 4053706995793218688,0,ACYG,,8.18,,G,,,8.24,,G,,,,,,B,
0.030256,5968081461246595456,336964059,252.50600849580223,-41.62125550455465,7.963,7.91143,59217,252.506,-41.62125,V1290 Sco,0,EA,,7.96,,V,,,8.07,,V,2448704.307,,,4.49244,,O9.5IV,B
0.030507,425175790646298240,445256790,12.26238776843,58.42930444987,9.097,9.10165,2629209,12.2624,58.42931,Gaia DR3 425175790646298240,0,BCEP,,9.08,,G,,,9.12,,G,,,,0.1671728,,B,
0.030695,4658741748843205888,179637509,80.47529094113274,-67.91469327187676,11.952,11.9216,4246563,80.47527,-67.91469,Gaia DR3 4658741748843205888,0,BE|GCAS|SDOR|WR,,11.85,,G,,,11.95,,G,,,,,,B,
0.030912,5983673983547791488,215697946,242.5924182505053,-48.9671866627018,8.814,9.40127,10525058,242.59241,-48.96718,Gaia DR3 5983673983547791488,0,BE|GCAS|SDOR|WR,,9.42,,G,,,11.18,,G,,,,,,O,
0.03115,3030743985964088704,405216722,114.17622634395214,-13.063852114092814,9.031,8.92154,55959,114.17623,-13.06386,NSV 17524,0,GCAS,,8.7,,V,,,8.98,,V,,,,,,B3n,B
0.031214,3425400245792540288,45037093,91.89118056474209,23.73906923638252,8.847,8.87868,700272,91.89119,23.73907,EPIC 202061197,0,VAR,,8.9,,Kp,Y,,0.001,,Kp,,,,1.950298,,,
0.031226,5960430891885472128,463870955,261.61374879516,-39.49246540063,8.676,9.37369,10568631,261.61374,-39.49246,Gaia DR3 5960430891885472128,0,BE|GCAS|SDOR|WR,,9.34,,G,,,9.4,,G,,,,,,O,
0.031246,511060258797734784,55003265,21.44366228534191,62.5900270283861,10.192,10.7643,2704665,21.44368,62.59003,Gaia DR3 511060258797734784,0,E,,10.72,,G,,,10.89,,G,,,,1.66024,,O,
0.031348,1999574461912020736,470846310,359.81236377245176,60.02247317534171,9.033,9.38468,53416,359.81238,60.02247,NSV 14792,0,BE,,9.45,,V,,,9.76,,V,,,,,,B0.7IIIe,B
0.031395,4658193814095915776,179305185,79.55984370375,-69.25031764884,7.416,9.41367,13591,79.55982,-69.25032,S Dor,0,SDOR,,8.8,,V,,,10.83,,V,,,,,,B8eq-F0Iae,B
0.031476,458368672303402112,264730041,34.75159480482,57.07421172517,10.17,10.3986,2799270,34.7516,57.07422,Gaia DR3 458368672303402112,0,BCEP,,10.38,,G,,,10.41,,G,,,,,,B,
0.03151,4288971148030777088,112134503,290.366644777202,2.817592662030468,9.641,9.80383,7410163,290.36664,2.8176,Gaia DR3 4288971148030777088,0,BCEP,,9.78,,G,,,9.82,,G,,,,,,B,
0.031674,3425498587661488768,45377083,92.3012195343252,23.89008880939932,9.216,9.20965,698378,92.30121,23.89009,EPIC 202060169,0,VAR,,9.3,,Kp,Y,,0.002,,Kp,,,,1.96219,,,
0.031685,2935943990338336000,354770601,107.40407113202,-16.09632779315,9.164,9.19296,5426,107.40408,-16.09633,LY CMa,0,HMXB+GCAS,,8.88,,V,,,9.31,,V,,,,,,B1/B2Ibe,B
0.032208,4156692649278135936,218395387,278.6062255178569,-8.09859223134135,8.4,9.05453,414186,278.60623,-8.0986,ASAS J183425-0805.9,0,DCEP-FO|ACV|EC|ESD,,8.269,,Ic,Y,,0.097,,Ic,2452366.6,,,3.4002,,BN0.2IIIe,B
0.032553,414116902694527616,331782797,18.42410264720941,59.09926846593778,9.817,9.93696,2682733,18.42412,59.09927,Gaia DR3 414116902694527616,0,BCEP,,9.92,,G,,,9.95,,G,,,,,,B,
0.032555,3374892328042650240,45709015,92.8676803287821,19.69976096219317,9.793,9.83498,701620,92.86768,19.69977,EPIC 202060179,0,GDOR,,10.0,,Kp,Y,,0.003,,Kp,,,,1.84942,,,
0.032707,4655460776104657408,30104645,73.55942399621,-69.21012316224,7.969,9.80101,76667,73.5594,-69.21012,LMC V0213,0,SDOR:,,9.97,,V,,,10.55,,V,,,,,,G2-G8Ia+,B
0.032779,458646608225913856,347690912,33.50698011528,57.68117258521,9.7,9.96536,2791433,33.50699,57.68118,Gaia DR3 458646608225913856,0,BCEP,,9.93,,G,,,10.0,,G,,,,,,B,
0.032818,4053253786490495744,105961652,264.48928777515,-35.30152893359,10.823,11.3765,9243274,264.48929,-35.30152,Gaia DR3 4053253786490495744,0,BCEP,,11.34,,G,,,11.41,,G,,,,,,B,
0.032993,4658882353222625920,179639066,80.75278147834327,-67.18945617183586,11.592,11.3397,4252051,80.75276,-67.18946,Gaia DR3 4658882353222625920,0,ACYG,,11.28,,G,,,11.4,,G,,,,0.0802626,,B,
0.033022,5957287663029278976,33678125,267.0328085001756,-42.2867891053174,10.003,9.93456,6632791,267.03281,-42.28678,Gaia DR3 5957287663029278976,0,BCEP,,9.87,,G,,,10.0,,G,,,,0.0590356,,B,
0.033219,4104066445056566272,432729764,277.69803298077,-14.79106876592,9.144,9.51051,111156,277.69803,-14.79106,ASAS J183048-1447.5,0,DPV/ELL,,9.6,,V,,,9.86,,V,2451970.842,,,16.871,,A3III:,B
0.03327,4661289630893455488,31181554,76.8351139059642,-68.53571298103797,10.727,11.6354,235111,76.83509,-68.53571,LMC V1111,0,SDOR:,,11.54,,V,,,11.73,,V,,,,,,B0Ia,B
0.033441,3449649115749694592,115728950,84.28747105682223,34.81195075146453,8.013,8.07165,4318747,84.28747,34.81196,Gaia DR3 3449649115749694592,0,BCEP,,8.05,,G,,,8.11,,G,,,,,,B,
0.033454,5979303734066723456,156335467,260.44852083624,-33.08021926629,9.815,10.4799,105647,260.44852,-33.08021,ASAS J172148-3304.8,0,GCAS,,10.66,,V,,,11.03,,V,,,,,,OBe,B
0.033771,4153264505154993024,119207375,275.87555543397,-11.9291022713,9.28,9.82886,10875752,275.87555,-11.92911,GrAGVar131,0,PULS,,10.17,,V,Y,,0.02,,TESS,2460488.651,,,0.8849,,O4III(f),
0.033783,5969697541498740992,341515540,254.16811613994747,-40.580088914603,8.942,10.0895,6114879,254.16812,-40.58008,Gaia DR3 5969697541498740992,0,DSCT|GDOR|SXPHE,,10.07,,G,,,10.12,,G,,,,0.0782857,,B,
0.033909,524371633760029824,51879141,13.82843761938,65.24486905593,9.779,10.065,2644244,13.82846,65.24487,Gaia DR3 524371633760029824,0,BE|GCAS|SDOR|WR,,10.02,,G,,,10.12,,G,,,,7.5822,,B,
0.03426,564604241682400896,407517307,2.86211022112,79.08686959364,10.014,10.0026,2555773,2.86206,79.08687,Gaia DR3 564604241682400896,0,DSCT|GDOR|SXPHE,,9.97,,G,,,10.03,,G,,,,7.5728,,B,
0.034315,5966509748041919616,339567904,253.548494315404,-41.84925897363968,5.042,6.36369,46647,253.54849,-41.84925,NSV 8023,1,,,6.34,,V,,,6.51,,V,,,,,,O9,B
0.034324,5324644031165449600,400602950,134.3702045117917,-50.74949743106076,7.045,7.00909,42954,134.37019,-50.7495,NSV 4330,0,VAR,,7.09,,V,Y,,0.014,,V,,,,5.75043,,B0II,B
0.034327,5941151986262863104,21931623,248.4682837623773,-48.11125857779851,6.448,6.59066,46432,248.46829,-48.11125,NSV 7808,0,VAR,,6.71,,V,,,6.74,,V,,,,,,O6f?p,B
0.034415,2011901911414140544,400383177,359.2181213838,61.22726666896,9.464,9.74698,8272531,359.21814,61.22727,Gaia DR3 2011901911414140544,0,BE|GCAS|SDOR|WR,,9.7,,G,,,9.78,,G,,,,,,B,
0.034448,5862189287447267968,443652908,199.70797971427,-63.42280838958,9.545,9.639,439569,199.70799,-63.4228,GDS_J1318499-632522,0,VAR,,9.74,,r,Y,,0.21,,r,,,,,,B5Ib/II,B
0.034834,5969525330500112128,338637736,253.2393402370608,-41.56516591264968,6.961,8.1291,683878,253.23933,-41.56516,HD 152042,0,GCAS,,8.15,,V,,,8.22,,V,,,,,,B0.5IV,B
0.034897,454837075308505088,264804453,40.96569157075,56.99143034418,9.62,10.0113,2836408,40.96569,56.99144,Gaia DR3 454837075308505088,0,E,,9.96,,G,,,10.11,,G,,,,1.4307,,B,
0.0352,2200044053326921088,428187251,336.26524361735426,57.841584423778784,10.021,10.2067,8802,336.26526,57.84158,V0450 Cep,0,BE,,10.29,,Hp,,,10.45,,Hp,,,,,,B1.5IV-V:pe,B
0.035232,523181274982120832,54212662,19.069092817428658,63.53130390672885,10.959,11.4972,133783,19.06911,63.53131,V1072 Cas,0,GCAS,,11.2,,G,,,11.59,,G,,,,,,Be,B
0.035266,512138707909235072,372724062,25.88409896963998,64.03757480396628,10.258,10.5076,251815,25.88408,64.03758,V1142 Cas,0,ELL,,11.1,,V,,,11.15,,V,,,,1.48664,,B1,B
0.035281,2020512496220607232,451932686,296.4263006763416,23.98443021911323,8.729,9.05586,2388868,296.4263,23.98444,TIC 451932686,0,EA+BCEP,,9.29,,V,,,9.68,,V,2456050.2,,,54.494,,B0.5V,
0.035297,509568255886530560,453309830,24.659376972020745,59.80870270559496,10.426,10.6854,2729797,24.65939,59.80871,Gaia DR3 509568255886530560,0,E,,10.65,,G,,,10.75,,G,,,,1.3938,,B,
0.035699,512722823459548928,389531769,22.52564841038172,63.917477130622245,10.238,10.6547,731269,22.52567,63.91748,ASASSN-V J013006.16+635502.9,0,EB,,10.9,,V,,,11.08,,V,2457316.774,,,2.3727,,,
0.036072,2011676271009246080,470849121,359.70713583429,60.74182275665,9.152,9.67704,10004786,359.70715,60.74183,Gaia DR3 2011676271009246080,0,RS,,9.61,,G,,,9.75,,G,,,,,,G,
0.03614,5939544019244646016,234648961,251.0518331863045,-47.41207980465492,9.086,9.13959,6017189,251.05183,-47.41207,Gaia DR3 5939544019244646016,0,BCEP,,9.13,,G,,,9.16,,G,,,,,,B,
0.036201,5890757760589793536,264026330,216.9889408244105,-59.635448922191465,9.784,9.76061,442596,216.98895,-59.63544,GDS_J1427573-593807,0,VAR,,9.89,,r,Y,,0.12,,r,,,,,,B0IV,B
0.036475,4657692338057418624,277300141,84.45433122147,-69.0856132718,11.267,11.3663,2219157,84.45431,-69.08562,LMC V3702,0,WR,,11.33,,V,,,11.46,,V,,,,,,B1I+WN,
0.036727,5964387037771707776,246553529,252.88913997315,-44.4274502018,9.093,9.44785,6074239,252.88914,-44.42744,Gaia DR3 5964387037771707776,0,BCEP,,9.45,,G,,,9.47,,G,,,,,,B,
0.036853,5978123369668545280,42534550,256.8365152658115,-34.478999463768986,9.748,9.87276,6210270,256.83652,-34.47899,Gaia DR3 5978123369668545280,0,BCEP,,9.86,,G,,,9.91,,G,,,,0.1431141,,B,
0.036865,4657589254497529344,404967301,85.36533948964825,-69.80103891094171,9.256,11.1799,235189,85.36531,-69.80104,LMC V4093,0,VAR,,11.2,,V,,,11.25,,V,,,,,,B2.5Ia,B
0.036944,4041236811592006272,106941893,264.77676563828,-35.46758917761,9.291,9.65364,9229097,264.77676,-35.46758,Gaia DR3 4041236811592006272,0,BCEP,,9.64,,G,,,9.67,,G,,,,,,B,
0.037084,5960360660577319040,198063277,260.58604658285,-39.85362984935,9.415,9.78647,6373938,260.58606,-39.85363,Gaia DR3 5960360660577319040,0,BE|GCAS|SDOR|WR,,9.74,,G,,,9.82,,G,,,,,,B,
0.037133,510189892272717952,422533085,21.82695943419235,60.11491117983383,10.178,10.3557,2707433,21.82698,60.11491,Gaia DR3 510189892272717952,0,BE|GCAS|SDOR|WR,,10.14,,G,,,10.42,,G,,,,,,B,
0.037217,3398994894234581376,118969977,88.91938648437319,20.07785164637117,10.565,10.7858,41355,88.91938,20.07786,NSV 2731,2,CST,,10.9,,V,,,,,,,,,,,B1IV,B
0.037245,458406433653361152,348607417,35.651231043494086,57.08177087068528,9.762,9.90622,2804976,35.65124,57.08178,Gaia DR3 458406433653361152,0,BCEP,,9.89,,G,,,9.92,,G,,,,,,B,
0.037568,458379014584349696,264612775,34.636577171246024,57.211019677361485,9.051,9.2297,26043,34.63658,57.21103,V0519 Per,0,BE,,9.05,,V,,,9.4,,V,,,,,,B1e,B
0.037568,187043317482036224,408937625,79.58777719585113,36.6320318232546,7.675,7.68017,3920,79.58779,36.63203,EO Aur,0,EA/DM:,,7.56,,V,,,8.13,,V,2452500.255,,,4.0656497,,B3V+B3V,B
0.037634,518316863745376512,373702832,27.81348207286,65.3930373186,11.306,11.6536,1540343,27.8135,65.39303,NEV422,0,EA,,11.77,,V,,,11.84,,V,2458810.386,,,4.03385,,,
0.03767,3375761457625837440,429944492,94.82032969011,20.57993045999,7.87,8.22952,24026,94.82033,20.57992,V0963 Ori,0,BCEP:,,8.47,:,V,,,8.5,,V,,,,0.2,:,B2Ibpea,B
0.0378,522526030474377472,52855592,17.388147907833368,61.38581124132099,9.17,9.3083,2675026,17.38816,61.38582,Gaia DR3 522526030474377472,0,DSCT|GDOR|SXPHE,,9.3,,G,,,9.33,,G,,,,1.75698,,B,
0.037888,428871489746923904,279188128,6.76890859856,61.05482813442,9.463,9.47186,2584896,6.76893,61.05483,Gaia DR3 428871489746923904,0,DSCT|GDOR|SXPHE,,9.43,,G,,,9.52,,G,,,,0.75617,,B,
0.038127,465121941433605120,14034665,38.03790690963992,60.026368330407415,10.286,11.0415,39473,38.03792,60.02636,NSV 849,1,,,12.5,,pg,,,,,,,,,,,B0.5V,B
0.038206,5973437736469988736,224836561,257.51986072226,-37.55686765092,10.08,10.866,6239216,257.51987,-37.55686,Gaia DR3 5973437736469988736,0,BE|GCAS|SDOR|WR,,10.84,,G,,,10.9,,G,,,,,,O,
0.038327,4153666106124493696,114080021,274.67027916488155,-12.106501053753982,7.931,8.24204,49177,274.67029,-12.1065,NSV 10553,1,,,8.52,,V,,,,,,,,,,,O5IV(f),B
0.038384,3449432340161065600,116066367,84.71517545422,34.29139033668,9.859,10.08,4326230,84.71517,34.2914,Gaia DR3 3449432340161065600,0,E,,10.05,,G,,,10.25,,G,,,,1.48763,,B,
0.038402,188004123144159616,426667278,80.25983169897,39.82637941292,10.728,11.0301,4242461,80.25983,39.82639,Gaia DR3 188004123144159616,0,BE|GCAS|SDOR|WR,,10.85,,G,,,11.09,,G,,,,,,B,
0.038537,431817596791844608,83968496,3.878957648190912,64.14871557242155,9.664,10.0208,2562888,3.87898,64.14872,Gaia DR3 431817596791844608,0,BE|GCAS|SDOR|WR,,9.97,,G,,,10.07,,G,,,,,,B,
0.038703,5972172198601109632,266265296,258.35190443329,-39.79520019685,10.097,10.6731,6276893,258.3519,-39.79519,Gaia DR3 5972172198601109632,0,E,,10.6,,G,,,10.78,,G,,,,2.05161,,B,
0.039321,460625282472690048,251145091,42.94916079464163,57.04846029275652,7.773,8.23499,39583,42.94917,57.04847,NSV 959,2,,,8.45,,V,,,,,,,,,,,O8Ifv,B
0.039518,527643127527266432,284540327,10.31425358665,65.96508218314,10.288,10.9177,2612125,10.31428,65.96508,Gaia DR3 527643127527266432,0,RS,,10.89,,G,,,10.95,,G,,,,,,B,
0.039527,4256512362196233600,180858289,280.40655188335,-5.36205743293,9.821,10.3001,9816656,280.40656,-5.36205,Gaia DR3 4256512362196233600,0,BCEP,,10.29,,G,,,10.32,,G,,,,,,B,
0.039559,510970339363604096,54365610,19.12262193071913,61.94584303330415,9.84,10.1402,2687623,19.12264,61.94585,Gaia DR3 510970339363604096,0,DSCT|GDOR|SXPHE,,10.11,,G,,,10.17,,G,,,,1.54105,,B,
0.039651,426881614218441600,285235783,12.47192037703,60.12737898732,8.846,9.59916,6380,12.47192,60.12739,XY Cas,0,DCEP,,9.61,,V,,,10.26,,V,2442006.786,,,4.501697,,F6Ib-G2Ib,B
0.039701,5943007480889052160,229721704,249.05586320309,-45.72881079909,9.951,10.5231,5957950,249.05586,-45.7288,Gaia DR3 5943007480889052160,0,BE|GCAS|SDOR|WR,,10.49,,G,,,10.55,,G,,,,,,B,
0.039754,5966509885480902656,339568213,253.541921539563,-41.82504901690045,4.774,5.98199,33823,253.54192,-41.82506,V1007 Sco,0,EA/SD,,6.06,,V,,,6.28,,V,2448502.637,,,5.81615,,O7.5III(f)+O7III(f),B
0.039822,5715183929918131968,140091538,115.47869855927,-21.13305708751,9.648,10.3329,26647,115.47871,-21.13306,WW Pup,0,DCEP,,10.03,,V,,,11.03,,V,2441047.29,,,5.516724,,F5-F9,B
0.039872,5961972372824298240,175728634,262.78176139939,-38.64188880574,9.58,9.84821,683888,262.78177,-38.64188,HD 323553,0,EA,,10.05,,V,,,10.14,,V,2452460.62,,,3.32423,,OB,B
0.040046,182639395454247808,239717630,81.81639425217108,34.42873944363608,9.647,9.65956,4272068,81.81639,34.42875,Gaia DR3 182639395454247808,0,ACV|roAm|roAp|SXARI,,9.65,,G,,,9.67,,G,,,,,,B,
0.040116,3377246313718987392,331777139,95.74267398433182,22.862810333204514,8.66,8.95645,701690,95.74268,22.86282,EPIC 202060092,0,VAR,,9.2,,Kp,Y,,0.005,,Kp,,,,0.292013,,,
0.04015,5966528916466955008,339562197,253.46397271733687,-41.544804187015615,7.295,8.51985,46640,253.46396,-41.54481,NSV 8016,1,,,8.58,,V,,,8.7,,V,,,,,,B0,B
0.04047,5867518104878880768,325273334,209.49069930498584,-59.884699878385966,9.014,8.82429,8284,209.49071,-59.88469,V0987 Cen,0,BE,,8.8,,Hp,,,8.9,,Hp,,,,,,B5V:n,B
0.040601,4261226758798275072,160966399,289.2379172283861,-2.0973709325222605,10.111,10.2657,685188,289.23792,-2.09736,CoRoT 651389094,0,EA,,14.32,,r,Y,,0.133,,r,2456029.7204,,,4.700102,,A2V,
0.040611,460820441488777216,251117392,42.66100864055,57.33617972805,9.841,10.6994,25682,42.661,57.33619,EO Per,0,ISA:,,10.8,,V,,,12.4,,V,,,,,,B0ea,B
0.040754,5977087771474393600,46408443,258.08688235425,-35.54921115737,10.382,10.9776,6264609,258.08688,-35.5492,Gaia DR3 5977087771474393600,0,BCEP,,10.93,,G,,,11.03,,G,,,,,,B,
0.040968,5974125171741853696,463730673,261.2619756505551,-37.730420840449085,8.687,10.2564,2225565,261.26199,-37.73042,Gaia21dxg,0,GCAS,,9.99,,G,,,10.3,,G,,,,,,,
0.041296,4269017176684904320,180964518,287.61343195887474,3.3324086967966093,10.924,11.155,9845585,287.61343,3.33242,Gaia DR3 4269017176684904320,0,DSCT|GDOR|SXPHE,,11.15,,G,,,11.21,,G,,,,3.96773,,B,
0.041329,4252753578666862336,197332002,280.04046907906445,-7.250561443770796,9.069,9.36749,7114084,280.04047,-7.25055,Gaia DR3 4252753578666862336,0,BCEP,,9.35,,G,,,9.4,,G,,,,,,B,
0.041345,458459863049757568,348443974,35.3253065488,57.30613278937,9.213,9.62822,26028,35.32529,57.30614,V0504 Per,0,BE,,9.77,,V,,,9.98,,V,,,,,,O9e,B
0.041628,182636101219583104,2942298,82.03490476640806,34.395889126178226,9.698,9.76345,2223809,82.0349,34.3959,[LPK2019] V129,0,VAR:,,9.8,,V,Y,,0.16,,V,,,,,,,
0.041652,5241974771217883008,465145959,162.52910974926286,-61.80498843049963,9.119,8.89053,225481,162.52911,-61.805,HD 94065,0,BCEP,,8.95,,V,Y,,0.041,,V,,,,0.2078958,,B0/1III-IV,B
0.041797,476270508301993344,84342725,61.95534297803367,62.33294992404042,6.611,6.84239,4559,61.95533,62.33294,SZ Cam,0,EA+BCEP,,6.94,,V,,,7.23,,V,2455462.531,,,2.6983845,,O9IV+B0.5V+B1V,B
0.041851,429496184154019328,283028753,1.128185841554637,61.2467403061278,10.342,10.6631,2543611,1.12821,61.24674,Gaia DR3 429496184154019328,0,BE|GCAS|SDOR|WR,,10.47,,G,,,10.8,,G,,,,,,B,
0.042124,4297901209654020480,281132210,296.19782084707856,7.226625404418816,8.09,8.06687,7538059,296.19781,7.22663,Gaia DR3 4297901209654020480,0,DSCT|GDOR|SXPHE,,8.04,,G,,,8.09,,G,,,,2.67457,,B,
0.042239,2013738164547406464,371901993,348.49359745161377,59.82015697165601,7.972,8.4727,8199787,348.49362,59.82016,Gaia DR3 2013738164547406464,0,RS,,8.43,,G,,,8.52,,G,,,,,,O,
0.042292,5524047130639196672,430594580,131.11016460212275,-43.16733893153843,10.355,10.8686,427205,131.11017,-43.16735,GDS_J0844264-431002,0,VAR,,10.85,,r,Y,,0.11,,r,,,,,,O9.5/B2,B
0.042348,2010710693640910592,371906593,349.06523175156,59.49776274853,10.618,10.9959,10000127,349.06525,59.49777,Gaia DR3 2010710693640910592,0,BE|GCAS|SDOR|WR,,10.97,,G,,,11.09,,G,,,,,,B,
0.042411,5972216591383770240,188414690,258.5881216722,-39.82738989356,9.147,9.80865,6287831,258.58813,-39.82738,Gaia DR3 5972216591383770240,0,BE|GCAS|SDOR|WR,,9.78,,G,,,9.84,,G,,,,,,O,
0.042601,2007416556811088768,343661464,341.72543971898,58.08430499264,8.246,8.46821,8483,341.72546,58.08431,DH Cep,0,ELL,,8.58,,V,,,8.62,,V,2448500.8375,,,2.11098,,O5.5+O6.5IV-Vn,B
0.042616,2012772033124215808,378373246,358.4036553227622,61.95551836825551,9.953,10.1386,684092,358.40366,61.95553,NADA-V26,0,GCAS,,10.09,,V,,,10.19,,V,,,,,,B3V,
0.042717,1974797276625627392,419863268,327.83617436552,47.60849875872,10.177,10.3239,9977927,327.83618,47.60851,Gaia DR3 1974797276625627392,0,DSCT|GDOR|SXPHE,,10.27,,G,,,10.39,,G,,,,4.43408,,B,
0.042844,5939635519223026944,235518467,251.31539468880536,-47.38179134485471,10.631,10.7447,6025510,251.3154,-47.38178,Gaia DR3 5939635519223026944,0,BCEP,,10.69,,G,,,10.8,,G,,,,0.1660628,,B,
0.043696,428945844222207360,406964745,5.582034508947007,61.65286908656058,10.042,10.1965,2575473,5.58206,61.65287,Gaia DR3 428945844222207360,0,BCEP,,10.19,,G,,,10.22,,G,,,,,,B,
0.043902,5884764838097911168,89593348,239.09833538853488,-54.17356189250738,9.095,11.1403,744116,239.09834,-54.17355,ASASSN-V J155623.60-541024.8,0,EA,,11.27,,V,,,11.38,,V,2457657.525,,,12.072,,,
0.043985,426310039969841408,52861326,17.50941663143,60.16876623843,10.393,10.8836,2675976,17.50944,60.16877,Gaia DR3 426310039969841408,0,DSCT|GDOR|SXPHE,,10.85,,G,,,10.93,,G,,,,1.22691,,B,
0.044024,5966507823896515200,339568187,253.6798551005453,-41.82652487397677,8.408,9.54948,33736,253.67987,-41.82653,V0920 Sco,0,BCEP,,9.85,,B,Y,,0.043,,B,,,,0.10154,,B1V,B
0.044102,4264430392096973568,176820877,289.44195015427823,0.6109127097330314,9.28,9.37154,7388694,289.44196,0.61092,Gaia DR3 4264430392096973568,0,ACV|roAm|roAp|SXARI,,9.36,,G,,,9.39,,G,,,,,,B,
0.044109,5965895876954001152,378657811,256.75416485993,-41.90554481212,8.665,10.639,6206922,256.75418,-41.90554,Gaia DR3 5965895876954001152,0,VAR,,10.6,,G,,,10.67,,G,,,,0.88074,,B,
0.044234,522533319043237760,52855264,17.250397379090213,61.47078585231044,9.71,9.8703,6642,17.25042,61.47078,OX Cas,0,EA/DM,,9.9,,V,,,10.35,,V,2441269.6355,,,2.4893427,,B1V,B
0.044281,422138527212598528,403338682,5.43956039333,58.33953326308,10.454,10.773,2574381,5.43958,58.33954,Gaia DR3 422138527212598528,0,BE|GCAS|SDOR|WR,,10.75,,G,,,10.8,,G,,,,5.4578,,B,
0.044539,5875626556496201856,460977279,232.2253047775778,-60.80119871099528,9.302,9.29035,225561,232.22533,-60.8012,HD 137405,0,BCEP,,9.36,,V,Y,,0.023,,V,,,,0.230719,,B0.5/1Iab,B
0.044698,5967351424210917504,236068511,251.52993308602,-44.2405381404,9.487,10.902,103603,251.52992,-44.24053,ASAS J164607-4414.4,0,ED,,11.08,,V,Y,,0.34,,V,2451932.95,,,2.146028,,,B
0.044873,3026472417650160128,456701522,112.74514863864697,-18.92999368522116,8.435,8.79291,3468043,112.74516,-18.93,Gaia DR3 3026472417650160128,0,DSCT|GDOR|SXPHE,,8.78,,G,,,8.82,,G,,,,4.17762,,O,
0.044944,5966503597648760064,339566276,253.48169411025435,-41.88098168912061,6.377,7.50988,46641,253.4817,-41.88097,V1292 Sco,0,EA,,7.57,,V,,,7.8,,V,2453182.567,,,4.2403,,O9.5IV,B
0.045104,430553811258362112,366108295,7.157096669100456,62.48824361051058,10.083,10.1405,2587897,7.15712,62.48825,Gaia DR3 430553811258362112,0,BCEP,,10.11,,G,,,10.15,,G,,,,,,B,
0.04523,4104449423049016576,204626943,277.1626508288884,-13.501638850351751,8.55,9.11506,7000375,277.16266,-13.50163,Gaia DR3 4104449423049016576,0,RS,,9.08,,G,,,9.16,,G,,,,,,O,
0.045268,5966522667303699072,339564202,253.49995794205168,-41.7146810890562,6.171,7.51047,46644,253.49995,-41.71467,V1294 Sco,0,EA+HB+SPB:,,7.58,,V,,,7.67,,V,2453398.87,,,5.60412,,O9IV+O9.7V,B
